Book|Chapter|Verse|Text
John|6|15|ἰησοῦς οὗν γνοὺς ὅτι μέλλουσιν ἔρχεσθαι καὶ ἁρπάζειν αὐτὸν ἵνα ποιήσωσιν βασιλέα ἀνεχώρησεν πάλιν εἰς τὸ ὄρος αὐτὸς μόνος.
John|6|16|ὡς δὲ ὀψία ἐγένετο κατέβησαν οἱ μαθηταὶ αὐτοῦ ἐπὶ τὴν θάλασσαν,
John|6|17|καὶ ἐμβάντες εἰς πλοῖον ἤρχοντο πέραν τῆς θαλάσσης εἰς καφαρναούμ. καὶ σκοτία ἤδη ἐγεγόνει καὶ οὔπω ἐληλύθει πρὸς αὐτοὺς ὁ ἰησοῦς,
John|6|18|ἥ τε θάλασσα ἀνέμου μεγάλου πνέοντος διεγείρετο.
John|6|19|ἐληλακότες οὗν ὡς σταδίους εἴκοσι πέντε ἢ τριάκοντα θεωροῦσιν τὸν ἰησοῦν περιπατοῦντα ἐπὶ τῆς θαλάσσης καὶ ἐγγὺς τοῦ πλοίου γινόμενον, καὶ ἐφοβήθησαν.
John|6|20|ὁ δὲ λέγει αὐτοῖς, ἐγώ εἰμι, μὴ φοβεῖσθε.
John|6|21|ἤθελον οὗν λαβεῖν αὐτὸν εἰς τὸ πλοῖον, καὶ εὐθέως ἐγένετο τὸ πλοῖον ἐπὶ τῆς γῆς εἰς ἣν ὑπῆγον.
John|6|22|τῇ ἐπαύριον ὁ ὄχλος ὁ ἑστηκὼς πέραν τῆς θαλάσσης εἶδον ὅτι πλοιάριον ἄλλο οὐκ ἦν ἐκεῖ εἰ μὴ ἕν, καὶ ὅτι οὐ συνεισῆλθεν τοῖς μαθηταῖς αὐτοῦ ὁ ἰησοῦς εἰς τὸ πλοῖον ἀλλὰ μόνοι οἱ μαθηταὶ αὐτοῦ ἀπῆλθον·
John|6|23|ἄλλα ἦλθεν πλοι[άρι]α ἐκ τιβεριάδος ἐγγὺς τοῦ τόπου ὅπου ἔφαγον τὸν ἄρτον εὐχαριστήσαντος τοῦ κυρίου.
John|6|24|ὅτε οὗν εἶδεν ὁ ὄχλος ὅτι ἰησοῦς οὐκ ἔστιν ἐκεῖ οὐδὲ οἱ μαθηταὶ αὐτοῦ, ἐνέβησαν αὐτοὶ εἰς τὰ πλοιάρια καὶ ἦλθον εἰς καφαρναοὺμ ζητοῦντες τὸν ἰησοῦν.
John|6|25|καὶ εὑρόντες αὐτὸν πέραν τῆς θαλάσσης εἶπον αὐτῶ, ῥαββί, πότε ὧδε γέγονας;
John|6|26|ἀπεκρίθη αὐτοῖς ὁ ἰησοῦς καὶ εἶπεν, ἀμὴν ἀμὴν λέγω ὑμῖν, ζητεῖτέ με οὐχ ὅτι εἴδετε σημεῖα ἀλλ᾽ ὅτι ἐφάγετε ἐκ τῶν ἄρτων καὶ ἐχορτάσθητε.
John|6|27|ἐργάζεσθε μὴ τὴν βρῶσιν τὴν ἀπολλυμένην ἀλλὰ τὴν βρῶσιν τὴν μένουσαν εἰς ζωὴν αἰώνιον, ἣν ὁ υἱὸς τοῦ ἀνθρώπου ὑμῖν δώσει· τοῦτον γὰρ ὁ πατὴρ ἐσφράγισεν ὁ θεός.
John|6|28|εἶπον οὗν πρὸς αὐτόν, τί ποιῶμεν ἵνα ἐργαζώμεθα τὰ ἔργα τοῦ θεοῦ;
John|6|29|ἀπεκρίθη [ὁ] ἰησοῦς καὶ εἶπεν αὐτοῖς, τοῦτό ἐστιν τὸ ἔργον τοῦ θεοῦ, ἵνα πιστεύητε εἰς ὃν ἀπέστειλεν ἐκεῖνος.
John|6|30|εἶπον οὗν αὐτῶ, τί οὗν ποιεῖς σὺ σημεῖον, ἵνα ἴδωμεν καὶ πιστεύσωμέν σοι; τί ἐργάζῃ;
John|6|31|οἱ πατέρες ἡμῶν τὸ μάννα ἔφαγον ἐν τῇ ἐρήμῳ, καθώς ἐστιν γεγραμμένον, ἄρτον ἐκ τοῦ οὐρανοῦ ἔδωκεν αὐτοῖς φαγεῖν.
John|6|32|εἶπεν οὗν αὐτοῖς ὁ ἰησοῦς, ἀμὴν ἀμὴν λέγω ὑμῖν, οὐ μωϊσῆς δέδωκεν ὑμῖν τὸν ἄρτον ἐκ τοῦ οὐρανοῦ, ἀλλ᾽ ὁ πατήρ μου δίδωσιν ὑμῖν τὸν ἄρτον ἐκ τοῦ οὐρανοῦ τὸν ἀληθινόν·
John|6|33|ὁ γὰρ ἄρτος τοῦ θεοῦ ἐστιν ὁ καταβαίνων ἐκ τοῦ οὐρανοῦ καὶ ζωὴν διδοὺς τῶ κόσμῳ.
John|6|34|εἶπον οὗν πρὸς αὐτόν, κύριε, πάντοτε δὸς ἡμῖν τὸν ἄρτον τοῦτον.
John|6|35|εἶπεν αὐτοῖς ὁ ἰησοῦς, ἐγώ εἰμι ὁ ἄρτος τῆς ζωῆς· ὁ ἐρχόμενος πρός ἐμὲ οὐ μὴ πεινάσῃ, καὶ ὁ πιστεύων εἰς ἐμὲ οὐ μὴ διψήσει πώποτε.
John|6|36|ἀλλ᾽ εἶπον ὑμῖν ὅτι καὶ ἑωράκατέ [με] καὶ οὐ πιστεύετε.
John|6|37|πᾶν ὃ δίδωσίν μοι ὁ πατὴρ πρὸς ἐμὲ ἥξει, καὶ τὸν ἐρχόμενον πρὸς ἐμὲ οὐ μὴ ἐκβάλω ἔξω,
John|6|38|ὅτι καταβέβηκα ἀπὸ τοῦ οὐρανοῦ οὐχ ἵνα ποιῶ τὸ θέλημα τὸ ἐμὸν ἀλλὰ τὸ θέλημα τοῦ πέμψαντός με·
John|6|39|τοῦτο δέ ἐστιν τὸ θέλημα τοῦ πέμψαντός με, ἵνα πᾶν ὃ δέδωκέν μοι μὴ ἀπολέσω ἐξ αὐτοῦ ἀλλὰ ἀναστήσω αὐτὸ [ἐν] τῇ ἐσχάτῃ ἡμέρᾳ.
John|6|40|τοῦτο γάρ ἐστιν τὸ θέλημα τοῦ πατρός μου, ἵνα πᾶς ὁ θεωρῶν τὸν υἱὸν καὶ πιστεύων εἰς αὐτὸν ἔχῃ ζωὴν αἰώνιον, καὶ ἀναστήσω αὐτὸν ἐγὼ [ἐν] τῇ ἐσχάτῃ ἡμέρᾳ.
John|6|41|ἐγόγγυζον οὗν οἱ ἰουδαῖοι περὶ αὐτοῦ ὅτι εἶπεν, ἐγώ εἰμι ὁ ἄρτος ὁ καταβὰς ἐκ τοῦ οὐρανοῦ,
John|6|42|καὶ ἔλεγον, οὐχ οὖτός ἐστιν ἰησοῦς ὁ υἱὸς ἰωσήφ, οὖ ἡμεῖς οἴδαμεν τὸν πατέρα καὶ τὴν μητέρα; πῶς νῦν λέγει ὅτι ἐκ τοῦ οὐρανοῦ καταβέβηκα;
John|6|43|ἀπεκρίθη ἰησοῦς καὶ εἶπεν αὐτοῖς, μὴ γογγύζετε μετ᾽ ἀλλήλων.
John|6|44|οὐδεὶς δύναται ἐλθεῖν πρός με ἐὰν μὴ ὁ πατὴρ ὁ πέμψας με ἑλκύσῃ αὐτόν, κἀγὼ ἀναστήσω αὐτὸν ἐν τῇ ἐσχάτῃ ἡμέρᾳ.
John|6|45|ἔστιν γεγραμμένον ἐν τοῖς προφήταις, καὶ ἔσονται πάντες διδακτοὶ θεοῦ· πᾶς ὁ ἀκούσας παρὰ τοῦ πατρὸς καὶ μαθὼν ἔρχεται πρὸς ἐμέ.
John|6|46|οὐχ ὅτι τὸν πατέρα ἑώρακέν τις εἰ μὴ ὁ ὢν παρὰ τοῦ θεοῦ, οὖτος ἑώρακεν τὸν πατέρα.
John|6|47|ἀμὴν ἀμὴν λέγω ὑμῖν, ὁ πιστεύων ἔχει ζωὴν αἰώνιον.
John|6|48|ἐγώ εἰμι ὁ ἄρτος τῆς ζωῆς.
John|6|49|οἱ πατέρες ὑμῶν ἔφαγον ἐν τῇ ἐρήμῳ τὸ μάννα καὶ ἀπέθανον·
John|6|50|οὖτός ἐστιν ὁ ἄρτος ὁ ἐκ τοῦ οὐρανοῦ καταβαίνων ἵνα τις ἐξ αὐτοῦ φάγῃ καὶ μὴ ἀποθάνῃ.
John|6|51|ἐγώ εἰμι ὁ ἄρτος ὁ ζῶν ὁ ἐκ τοῦ οὐρανοῦ καταβάς· ἐάν τις φάγῃ ἐκ τούτου τοῦ ἄρτου ζήσει εἰς τὸν αἰῶνα· καὶ ὁ ἄρτος δὲ ὃν ἐγὼ δώσω ἡ σάρξ μού ἐστιν ὑπὲρ τῆς τοῦ κόσμου ζωῆς.
John|6|52|ἐμάχοντο οὗν πρὸς ἀλλήλους οἱ ἰουδαῖοι λέγοντες, πῶς δύναται οὖτος ἡμῖν δοῦναι τὴν σάρκα [αὐτοῦ] φαγεῖν;
John|6|53|εἶπεν οὗν αὐτοῖς ὁ ἰησοῦς, ἀμὴν ἀμὴν λέγω ὑμῖν, ἐὰν μὴ φάγητε τὴν σάρκα τοῦ υἱοῦ τοῦ ἀνθρώπου καὶ πίητε αὐτοῦ τὸ αἷμα, οὐκ ἔχετε ζωὴν ἐν ἑαυτοῖς.
John|6|54|ὁ τρώγων μου τὴν σάρκα καὶ πίνων μου τὸ αἷμα ἔχει ζωὴν αἰώνιον, κἀγὼ ἀναστήσω αὐτὸν τῇ ἐσχάτῃ ἡμέρᾳ·
John|6|55|ἡ γὰρ σάρξ μου ἀληθής ἐστιν βρῶσις, καὶ τὸ αἷμά μου ἀληθής ἐστιν πόσις.
John|6|56|ὁ τρώγων μου τὴν σάρκα καὶ πίνων μου τὸ αἷμα ἐν ἐμοὶ μένει κἀγὼ ἐν αὐτῶ.
John|6|57|καθὼς ἀπέστειλέν με ὁ ζῶν πατὴρ κἀγὼ ζῶ διὰ τὸν πατέρα, καὶ ὁ τρώγων με κἀκεῖνος ζήσει δι᾽ ἐμέ.
John|6|58|οὖτός ἐστιν ὁ ἄρτος ὁ ἐξ οὐρανοῦ καταβάς, οὐ καθὼς ἔφαγον οἱ πατέρες καὶ ἀπέθανον· ὁ τρώγων τοῦτον τὸν ἄρτον ζήσει εἰς τὸν αἰῶνα.
John|6|59|ταῦτα εἶπεν ἐν συναγωγῇ διδάσκων ἐν καφαρναούμ.
John|6|60|πολλοὶ οὗν ἀκούσαντες ἐκ τῶν μαθητῶν αὐτοῦ εἶπαν, σκληρός ἐστιν ὁ λόγος οὖτος· τίς δύναται αὐτοῦ ἀκούειν;
John|6|61|εἰδὼς δὲ ὁ ἰησοῦς ἐν ἑαυτῶ ὅτι γογγύζουσιν περὶ τούτου οἱ μαθηταὶ αὐτοῦ εἶπεν αὐτοῖς, τοῦτο ὑμᾶς σκανδαλίζει;
John|6|62|ἐὰν οὗν θεωρῆτε τὸν υἱὸν τοῦ ἀνθρώπου ἀναβαίνοντα ὅπου ἦν τὸ πρότερον;
John|6|63|τὸ πνεῦμά ἐστιν τὸ ζῳοποιοῦν, ἡ σὰρξ οὐκ ὠφελεῖ οὐδέν· τὰ ῥήματα ἃ ἐγὼ λελάληκα ὑμῖν πνεῦμά ἐστιν καὶ ζωή ἐστιν.
John|6|64|ἀλλ᾽ εἰσὶν ἐξ ὑμῶν τινες οἳ οὐ πιστεύουσιν. ᾔδει γὰρ ἐξ ἀρχῆς ὁ ἰησοῦς τίνες εἰσὶν οἱ μὴ πιστεύοντες καὶ τίς ἐστιν ὁ παραδώσων αὐτόν.
John|6|65|καὶ ἔλεγεν, διὰ τοῦτο εἴρηκα ὑμῖν ὅτι οὐδεὶς δύναται ἐλθεῖν πρός με ἐὰν μὴ ᾖ δεδομένον αὐτῶ ἐκ τοῦ πατρός.
John|6|66|ἐκ τούτου πολλοὶ [ἐκ] τῶν μαθητῶν αὐτοῦ ἀπῆλθον εἰς τὰ ὀπίσω καὶ οὐκέτι μετ᾽ αὐτοῦ περιεπάτουν.
John|6|67|εἶπεν οὗν ὁ ἰησοῦς τοῖς δώδεκα, μὴ καὶ ὑμεῖς θέλετε ὑπάγειν;
John|6|68|ἀπεκρίθη αὐτῶ σίμων πέτρος, κύριε, πρὸς τίνα ἀπελευσόμεθα; ῥήματα ζωῆς αἰωνίου ἔχεις,
John|6|69|καὶ ἡμεῖς πεπιστεύκαμεν καὶ ἐγνώκαμεν ὅτι σὺ εἶ ὁ ἅγιος τοῦ θεοῦ.
John|6|70|ἀπεκρίθη αὐτοῖς ὁ ἰησοῦς, οὐκ ἐγὼ ὑμᾶς τοὺς δώδεκα ἐξελεξάμην, καὶ ἐξ ὑμῶν εἷς διάβολός ἐστιν;
John|6|71|ἔλεγεν δὲ τὸν ἰούδαν σίμωνος ἰσκαριώτου· οὖτος γὰρ ἔμελλεν παραδιδόναι αὐτόν, εἷς ἐκ τῶν δώδεκα.
John|7|1|καὶ μετὰ ταῦτα περιεπάτει ὁ ἰησοῦς ἐν τῇ γαλιλαίᾳ· οὐ γὰρ ἤθελεν ἐν τῇ ἰουδαίᾳ περιπατεῖν, ὅτι ἐζήτουν αὐτὸν οἱ ἰουδαῖοι ἀποκτεῖναι.
John|7|2|ἦν δὲ ἐγγὺς ἡ ἑορτὴ τῶν ἰουδαίων ἡ σκηνοπηγία.
John|7|3|εἶπον οὗν πρὸς αὐτὸν οἱ ἀδελφοὶ αὐτοῦ, μετάβηθι ἐντεῦθεν καὶ ὕπαγε εἰς τὴν ἰουδαίαν, ἵνα καὶ οἱ μαθηταί σου θεωρήσουσιν σοῦ τὰ ἔργα ἃ ποιεῖς·
John|7|4|οὐδεὶς γάρ τι ἐν κρυπτῶ ποιεῖ καὶ ζητεῖ αὐτὸς ἐν παρρησίᾳ εἶναι. εἰ ταῦτα ποιεῖς, φανέρωσον σεαυτὸν τῶ κόσμῳ.
John|7|5|οὐδὲ γὰρ οἱ ἀδελφοὶ αὐτοῦ ἐπίστευον εἰς αὐτόν.
John|7|6|λέγει οὗν αὐτοῖς ὁ ἰησοῦς, ὁ καιρὸς ὁ ἐμὸς οὔπω πάρεστιν, ὁ δὲ καιρὸς ὁ ὑμέτερος πάντοτέ ἐστιν ἕτοιμος.
John|7|7|οὐ δύναται ὁ κόσμος μισεῖν ὑμᾶς, ἐμὲ δὲ μισεῖ, ὅτι ἐγὼ μαρτυρῶ περὶ αὐτοῦ ὅτι τὰ ἔργα αὐτοῦ πονηρά ἐστιν.
John|7|8|ὑμεῖς ἀνάβητε εἰς τὴν ἑορτήν· ἐγὼ οὐκ ἀναβαίνω εἰς τὴν ἑορτὴν ταύτην, ὅτι ὁ ἐμὸς καιρὸς οὔπω πεπλήρωται.
John|7|9|ταῦτα δὲ εἰπὼν αὐτὸς ἔμεινεν ἐν τῇ γαλιλαίᾳ.
John|7|10|ὡς δὲ ἀνέβησαν οἱ ἀδελφοὶ αὐτοῦ εἰς τὴν ἑορτήν, τότε καὶ αὐτὸς ἀνέβη, οὐ φανερῶς ἀλλὰ [ὡς] ἐν κρυπτῶ.
John|7|11|οἱ οὗν ἰουδαῖοι ἐζήτουν αὐτὸν ἐν τῇ ἑορτῇ καὶ ἔλεγον, ποῦ ἐστιν ἐκεῖνος;
John|7|12|καὶ γογγυσμὸς περὶ αὐτοῦ ἦν πολὺς ἐν τοῖς ὄχλοις· οἱ μὲν ἔλεγον ὅτι ἀγαθός ἐστιν, ἄλλοι [δὲ] ἔλεγον, οὔ, ἀλλὰ πλανᾷ τὸν ὄχλον.
John|7|13|οὐδεὶς μέντοι παρρησίᾳ ἐλάλει περὶ αὐτοῦ διὰ τὸν φόβον τῶν ἰουδαίων.
John|7|14|ἤδη δὲ τῆς ἑορτῆς μεσούσης ἀνέβη ἰησοῦς εἰς τὸ ἱερὸν καὶ ἐδίδασκεν.
John|7|15|ἐθαύμαζον οὗν οἱ ἰουδαῖοι λέγοντες, πῶς οὖτος γράμματα οἶδεν μὴ μεμαθηκώς;
John|7|16|ἀπεκρίθη οὗν αὐτοῖς [ὁ] ἰησοῦς καὶ εἶπεν, ἡ ἐμὴ διδαχὴ οὐκ ἔστιν ἐμὴ ἀλλὰ τοῦ πέμψαντός με·
John|7|17|ἐάν τις θέλῃ τὸ θέλημα αὐτοῦ ποιεῖν, γνώσεται περὶ τῆς διδαχῆς πότερον ἐκ τοῦ θεοῦ ἐστιν ἢ ἐγὼ ἀπ᾽ ἐμαυτοῦ λαλῶ.
John|7|18|ὁ ἀφ᾽ ἑαυτοῦ λαλῶν τὴν δόξαν τὴν ἰδίαν ζητεῖ· ὁ δὲ ζητῶν τὴν δόξαν τοῦ πέμψαντος αὐτόν, οὖτος ἀληθής ἐστιν καὶ ἀδικία ἐν αὐτῶ οὐκ ἔστιν.
John|7|19|οὐ μωϊσῆς δέδωκεν ὑμῖν τὸν νόμον; καὶ οὐδεὶς ἐξ ὑμῶν ποιεῖ τὸν νόμον. τί με ζητεῖτε ἀποκτεῖναι;
John|7|20|ἀπεκρίθη ὁ ὄχλος, δαιμόνιον ἔχεις· τίς σε ζητεῖ ἀποκτεῖναι;
John|7|21|ἀπεκρίθη ἰησοῦς καὶ εἶπεν αὐτοῖς, ἓν ἔργον ἐποίησα καὶ πάντες θαυμάζετε.
John|7|22|διὰ τοῦτο μωϊσῆς δέδωκεν ὑμῖν τὴν περιτομήν _ οὐχ ὅτι ἐκ τοῦ μωϊσέως ἐστὶν ἀλλ᾽ ἐκ τῶν πατέρων _ καὶ ἐν σαββάτῳ περιτέμνετε ἄνθρωπον.
John|7|23|εἰ περιτομὴν λαμβάνει ἄνθρωπος ἐν σαββάτῳ ἵνα μὴ λυθῇ ὁ νόμος μωϊσέως, ἐμοὶ χολᾶτε ὅτι ὅλον ἄνθρωπον ὑγιῆ ἐποίησα ἐν σαββάτῳ;
John|7|24|μὴ κρίνετε κατ᾽ ὄψιν, ἀλλὰ τὴν δικαίαν κρίσιν κρίνετε.
John|7|25|ἔλεγον οὗν τινες ἐκ τῶν ἱεροσολυμιτῶν, οὐχ οὖτός ἐστιν ὃν ζητοῦσιν ἀποκτεῖναι;
John|7|26|καὶ ἴδε παρρησίᾳ λαλεῖ καὶ οὐδὲν αὐτῶ λέγουσιν. μήποτε ἀληθῶς ἔγνωσαν οἱ ἄρχοντες ὅτι οὖτός ἐστιν ὁ χριστός;
John|7|27|ἀλλὰ τοῦτον οἴδαμεν πόθεν ἐστίν· ὁ δὲ χριστὸς ὅταν ἔρχηται οὐδεὶς γινώσκει πόθεν ἐστίν.
John|7|28|ἔκραξεν οὗν ἐν τῶ ἱερῶ διδάσκων ὁ ἰησοῦς καὶ λέγων, κἀμὲ οἴδατε καὶ οἴδατε πόθεν εἰμί· καὶ ἀπ᾽ ἐμαυτοῦ οὐκ ἐλήλυθα, ἀλλ᾽ ἔστιν ἀληθινὸς ὁ πέμψας με, ὃν ὑμεῖς οὐκ οἴδατε·
John|7|29|ἐγὼ οἶδα αὐτόν, ὅτι παρ᾽ αὐτοῦ εἰμι κἀκεῖνός με ἀπέστειλεν.
John|7|30|ἐζήτουν οὗν αὐτὸν πιάσαι, καὶ οὐδεὶς ἐπέβαλεν ἐπ᾽ αὐτὸν τὴν χεῖρα, ὅτι οὔπω ἐληλύθει ἡ ὥρα αὐτοῦ.
John|7|31|ἐκ τοῦ ὄχλου δὲ πολλοὶ ἐπίστευσαν εἰς αὐτόν, καὶ ἔλεγον, ὁ χριστὸς ὅταν ἔλθῃ μὴ πλείονα σημεῖα ποιήσει ὧν οὖτος ἐποίησεν;
John|7|32|ἤκουσαν οἱ φαρισαῖοι τοῦ ὄχλου γογγύζοντος περὶ αὐτοῦ ταῦτα, καὶ ἀπέστειλαν οἱ ἀρχιερεῖς καὶ οἱ φαρισαῖοι ὑπηρέτας ἵνα πιάσωσιν αὐτόν.
John|7|33|εἶπεν οὗν ὁ ἰησοῦς, ἔτι χρόνον μικρὸν μεθ᾽ ὑμῶν εἰμι καὶ ὑπάγω πρὸς τὸν πέμψαντά με.
John|7|34|ζητήσετέ με καὶ οὐχ εὑρήσετέ [με], καὶ ὅπου εἰμὶ ἐγὼ ὑμεῖς οὐ δύνασθε ἐλθεῖν.
John|7|35|εἶπον οὗν οἱ ἰουδαῖοι πρὸς ἑαυτούς, ποῦ οὖτος μέλλει πορεύεσθαι ὅτι ἡμεῖς οὐχ εὑρήσομεν αὐτόν; μὴ εἰς τὴν διασπορὰν τῶν ἑλλήνων μέλλει πορεύεσθαι καὶ διδάσκειν τοὺς ἕλληνας;
John|7|36|τίς ἐστιν ὁ λόγος οὖτος ὃν εἶπεν, ζητήσετέ με καὶ οὐχ εὑρήσετέ [με], καὶ ὅπου εἰμὶ ἐγὼ ὑμεῖς οὐ δύνασθε ἐλθεῖν;
John|7|37|ἐν δὲ τῇ ἐσχάτῃ ἡμέρᾳ τῇ μεγάλῃ τῆς ἑορτῆς εἱστήκει ὁ ἰησοῦς καὶ ἔκραξεν λέγων, ἐάν τις διψᾷ ἐρχέσθω πρός με καὶ πινέτω.
John|7|38|ὁ πιστεύων εἰς ἐμέ, καθὼς εἶπεν ἡ γραφή, ποταμοὶ ἐκ τῆς κοιλίας αὐτοῦ ῥεύσουσιν ὕδατος ζῶντος.
John|7|39|τοῦτο δὲ εἶπεν περὶ τοῦ πνεύματος ὃ ἔμελλον λαμβάνειν οἱ πιστεύσαντες εἰς αὐτόν· οὔπω γὰρ ἦν πνεῦμα, ὅτι ἰησοῦς οὐδέπω ἐδοξάσθη.
John|7|40|ἐκ τοῦ ὄχλου οὗν ἀκούσαντες τῶν λόγων τούτων ἔλεγον, οὖτός ἐστιν ἀληθῶς ὁ προφήτης·
John|7|41|ἄλλοι ἔλεγον, οὖτός ἐστιν ὁ χριστός· οἱ δὲ ἔλεγον, μὴ γὰρ ἐκ τῆς γαλιλαίας ὁ χριστὸς ἔρχεται;
John|7|42|οὐχ ἡ γραφὴ εἶπεν ὅτι ἐκ τοῦ σπέρματος δαυίδ, καὶ ἀπὸ βηθλέεμ τῆς κώμης ὅπου ἦν δαυίδ, ἔρχεται ὁ χριστὸς;
John|7|43|σχίσμα οὗν ἐγένετο ἐν τῶ ὄχλῳ δι᾽ αὐτόν.
John|7|44|τινὲς δὲ ἤθελον ἐξ αὐτῶν πιάσαι αὐτόν, ἀλλ᾽ οὐδεὶς ἐπέβαλεν ἐπ᾽ αὐτὸν τὰς χεῖρας.
John|7|45|ἦλθον οὗν οἱ ὑπηρέται πρὸς τοὺς ἀρχιερεῖς καὶ φαρισαίους, καὶ εἶπον αὐτοῖς ἐκεῖνοι, διὰ τί οὐκ ἠγάγετε αὐτόν;
John|7|46|ἀπεκρίθησαν οἱ ὑπηρέται, οὐδέποτε ἐλάλησεν οὕτως ἄνθρωπος.
John|7|47|ἀπεκρίθησαν οὗν αὐτοῖς οἱ φαρισαῖοι, μὴ καὶ ὑμεῖς πεπλάνησθε;
John|7|48|μή τις ἐκ τῶν ἀρχόντων ἐπίστευσεν εἰς αὐτὸν ἢ ἐκ τῶν φαρισαίων;
John|7|49|ἀλλὰ ὁ ὄχλος οὖτος ὁ μὴ γινώσκων τὸν νόμον ἐπάρατοί εἰσιν.
John|7|50|λέγει νικόδημος πρὸς αὐτούς, ὁ ἐλθὼν πρὸς αὐτὸν [τὸ] πρότερον, εἷς ὢν ἐξ αὐτῶν,
John|7|51|μὴ ὁ νόμος ἡμῶν κρίνει τὸν ἄνθρωπον ἐὰν μὴ ἀκούσῃ πρῶτον παρ᾽ αὐτοῦ καὶ γνῶ τί ποιεῖ;
John|7|52|ἀπεκρίθησαν καὶ εἶπαν αὐτῶ, μὴ καὶ σὺ ἐκ τῆς γαλιλαίας εἶ; ἐραύνησον καὶ ἴδε ὅτι ἐκ τῆς γαλιλαίας προφήτης οὐκ ἐγείρεται.
John|7|53|[[καὶ ἐπορεύθησαν ἕκαστος εἰς τὸν οἶκον αὐτοῦ,
John|8|1|ἰησοῦς δὲ ἐπορεύθη εἰς τὸ ὄρος τῶν ἐλαιῶν.
John|8|2|ὄρθρου δὲ πάλιν παρεγένετο εἰς τὸ ἱερόν, καὶ πᾶς ὁ λαὸς ἤρχετο πρὸς αὐτόν, καὶ καθίσας ἐδίδασκεν αὐτούς.
John|8|3|ἄγουσιν δὲ οἱ γραμματεῖς καὶ οἱ φαρισαῖοι γυναῖκα ἐπὶ μοιχείᾳ κατειλημμένην, καὶ στήσαντες αὐτὴν ἐν μέσῳ
John|8|4|λέγουσιν αὐτῶ, διδάσκαλε, αὕτη ἡ γυνὴ κατείληπται ἐπ᾽ αὐτοφώρῳ μοιχευομένη·
John|8|5|ἐν δὲ τῶ νόμῳ ἡμῖν μωϊσῆς ἐνετείλατο τὰς τοιαύτας λιθάζειν· σὺ οὗν τί λέγεις;
John|8|6|τοῦτο δὲ ἔλεγον πειράζοντες αὐτόν, ἵνα ἔχωσιν κατηγορεῖν αὐτοῦ. ὁ δὲ ἰησοῦς κάτω κύψας τῶ δακτύλῳ κατέγραφεν εἰς τὴν γῆν.
John|8|7|ὡς δὲ ἐπέμενον ἐρωτῶντες αὐτόν, ἀνέκυψεν καὶ εἶπεν αὐτοῖς, ὁ ἀναμάρτητος ὑμῶν πρῶτος ἐπ᾽ αὐτὴν βαλέτω λίθον·
John|8|8|καὶ πάλιν κατακύψας ἔγραφεν εἰς τὴν γῆν.
John|8|9|οἱ δὲ ἀκούσαντες ἐξήρχοντο εἷς καθ᾽ εἷς ἀρξάμενοι ἀπὸ τῶν πρεσβυτέρων, καὶ κατελείφθη μόνος, καὶ ἡ γυνὴ ἐν μέσῳ οὗσα.
John|8|10|ἀνακύψας δὲ ὁ ἰησοῦς εἶπεν αὐτῇ, γύναι, ποῦ εἰσιν; οὐδείς σε κατέκρινεν;
John|8|11|ἡ δὲ εἶπεν, οὐδείς, κύριε. εἶπεν δὲ ὁ ἰησοῦς, οὐδὲ ἐγώ σε κατακρίνω· πορεύου, [καὶ] ἀπὸ τοῦ νῦν μηκέτι ἁμάρτανε.]]
John|8|12|πάλιν οὗν αὐτοῖς ἐλάλησεν ὁ ἰησοῦς λέγων, ἐγώ εἰμι τὸ φῶς τοῦ κόσμου· ὁ ἀκολουθῶν ἐμοὶ οὐ μὴ περιπατήσῃ ἐν τῇ σκοτίᾳ, ἀλλ᾽ ἕξει τὸ φῶς τῆς ζωῆς.
John|8|13|εἶπον οὗν αὐτῶ οἱ φαρισαῖοι, σὺ περὶ σεαυτοῦ μαρτυρεῖς· ἡ μαρτυρία σου οὐκ ἔστιν ἀληθής.
John|8|14|ἀπεκρίθη ἰησοῦς καὶ εἶπεν αὐτοῖς, κἂν ἐγὼ μαρτυρῶ περὶ ἐμαυτοῦ, ἀληθής ἐστιν ἡ μαρτυρία μου, ὅτι οἶδα πόθεν ἦλθον καὶ ποῦ ὑπάγω· ὑμεῖς δὲ οὐκ οἴδατε πόθεν ἔρχομαι ἢ ποῦ ὑπάγω.
John|8|15|ὑμεῖς κατὰ τὴν σάρκα κρίνετε, ἐγὼ οὐ κρίνω οὐδένα.
John|8|16|καὶ ἐὰν κρίνω δὲ ἐγώ, ἡ κρίσις ἡ ἐμὴ ἀληθινή ἐστιν, ὅτι μόνος οὐκ εἰμί, ἀλλ᾽ ἐγὼ καὶ ὁ πέμψας με πατήρ.
John|8|17|καὶ ἐν τῶ νόμῳ δὲ τῶ ὑμετέρῳ γέγραπται ὅτι δύο ἀνθρώπων ἡ μαρτυρία ἀληθής ἐστιν.
John|8|18|ἐγώ εἰμι ὁ μαρτυρῶν περὶ ἐμαυτοῦ καὶ μαρτυρεῖ περὶ ἐμοῦ ὁ πέμψας με πατήρ.
John|8|19|ἔλεγον οὗν αὐτῶ, ποῦ ἐστιν ὁ πατήρ σου; ἀπεκρίθη ἰησοῦς, οὔτε ἐμὲ οἴδατε οὔτε τὸν πατέρα μου· εἰ ἐμὲ ᾔδειτε, καὶ τὸν πατέρα μου ἂν ᾔδειτε.
